LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,MSSubClass_E,MSZoning_E,Street_E,Alley_E,LotShape_E,LandContour_E,Utilities_E,LotConfig_E,LandSlope_E,Neighborhood_E,Condition1_E,Condition2_E,BldgType_E,HouseStyle_E,RoofStyle_E,RoofMatl_E,Exterior1st_E,Exterior2nd_E,MasVnrType_E,ExterQual_E,ExterCond_E,Foundation_E,BsmtQual_E,BsmtCond_E,BsmtExposure_E,BsmtFinType1_E,BsmtFinType2_E,Heating_E,HeatingQC_E,CentralAir_E,Electrical_E,KitchenQual_E,Functional_E,FireplaceQu_E,GarageType_E,GarageFinish_E,GarageQual_E,GarageCond_E,PavedDrive_E,PoolQC_E,Fence_E,MiscFeature_E,MoSold_E,SaleType_E,SaleCondition_E,HasBasement,HasGarage,Has2ndFloor,HasMasVnr,HasWoodDeck,HasPorch,HasPool,IsNew,OverallQual_2,OverallQual_3,OverallQual_sq,Neighborhood_E_2,Neighborhood_E_3,Neighborhood_E_sq,GrLivArea_2,GrLivArea_3,GrLivArea_sq,ExterQual_E_2,ExterQual_E_3,ExterQual_E_sq,GarageCars_2,GarageCars_3,GarageCars_sq,KitchenQual_E_2,KitchenQual_E_3,KitchenQual_E_sq,GarageArea_2,GarageArea_3,GarageArea_sq,BsmtQual_E_2,BsmtQual_E_3,BsmtQual_E_sq,TotalBsmtSF_2,TotalBsmtSF_3,TotalBsmtSF_sq,1stFlrSF_2,1stFlrSF_3,1stFlrSF_sq,GarageFinish_E_2,GarageFinish_E_3,GarageFinish_E_sq,FullBath_2,FullBath_3,FullBath_sq,YearBuilt_2,YearBuilt_3,YearBuilt_sq,GarageType_E_2,GarageType_E_3,GarageType_E_sq,YearRemodAdd_2,YearRemodAdd_3,YearRemodAdd_sq,MSSubClass_E_2,MSSubClass_E_3,MSSubClass_E_sq,Foundation_E_2,Foundation_E_3,Foundation_E_sq,FireplaceQu_E_2,FireplaceQu_E_3,FireplaceQu_E_sq,TotRmsAbvGrd_2,TotRmsAbvGrd_3,TotRmsAbvGrd_sq,OverallScore,ExterScore,BsmtScore,KitchenScore,FireplaceScore,GarageScore,PoolScore,TotalBath,AllSf,AllFlrSF,AllPorchSF
73.0,9590,7,5,2003,2003,442.0,786,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,2003.0,2,438,160,22,0,0,0,0,0,2007,11.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,22.0,4.0,5.0,4.0,6.0,2.0,2.0,12.0,15.0,3.0,3.0,4.0,6.0,5.0,4.0,4.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,5.0,6.0,4.0,4.0,6.0,3.0,1.0,5.0,3.0,3.0,5.0,5.0,1,1,0,1,1,1,0,1,49,343,2.6457513110645907,484.0,10648.0,4.69041575982343,1313316,1505060136,33.85262175962151,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,191844,84027672,20.92844953645635,25.0,125.0,2.23606797749979,753424,653972032,29.46183972531247,1313316,1505060136,33.85262175962151,16.0,64.0,2.0,4,8,1.4142135623730951,4012009,8036054027,44.75488800120049,36.0,216.0,2.449489742783178,4012009,8036054027,44.75488800120049,121.0,1331.0,3.3166247903554,36.0,216.0,2.449489742783178,25.0,125.0,2.23606797749979,36,216,2.449489742783178,35,12.0,20.0,3.0,5.0,24.0,0.0,3.0,2014,1146,22
75.0,11404,7,5,1998,1999,202.0,252,0,901,1153,1153,878,0,2031,0,0,2,1,3,1,8,1,1998.0,2,541,192,84,0,0,0,0,0,2008,15.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,16.0,4.0,5.0,4.0,7.0,2.0,2.0,12.0,15.0,3.0,3.0,4.0,6.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,4.0,6.0,4.0,4.0,6.0,3.0,1.0,5.0,3.0,7.0,5.0,5.0,1,1,1,1,1,1,0,0,49,343,2.6457513110645907,256.0,4096.0,4.0,4124961,8377795791,45.066617356974994,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,292681,158340421,23.259406699226016,16.0,64.0,2.0,1329409,1532808577,33.95585369269929,1329409,1532808577,33.95585369269929,16.0,64.0,2.0,4,8,1.4142135623730951,3992004,7976023992,44.69899327725402,36.0,216.0,2.449489742783178,3996001,7988005999,44.710177812216315,225.0,3375.0,3.872983346207417,36.0,216.0,2.449489742783178,16.0,64.0,2.0,64,512,2.8284271247461903,35,12.0,16.0,3.0,4.0,24.0,0.0,2.5,3184,2031,84
80.0,10000,5,6,1961,1983,0.0,594,0,270,864,1144,0,0,1144,1,0,1,0,3,1,6,1,1961.0,1,264,165,0,0,0,0,0,400,2009,12.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,7.0,2.0,5.0,4.0,5.0,5.0,2.0,9.0,10.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,4.0,6.0,3.0,4.0,6.0,3.0,1.0,1.0,2.0,6.0,5.0,5.0,1,1,0,0,1,0,0,0,25,125,2.23606797749979,49.0,343.0,2.6457513110645907,1308736,1497193984,33.823069050575526,4.0,8.0,1.4142135623730951,1,1,1.0,4.0,8.0,1.4142135623730951,69696,18399744,16.24807680927192,9.0,27.0,1.7320508075688772,746496,644972544,29.393876913398138,1308736,1497193984,33.823069050575526,9.0,27.0,1.7320508075688772,1,1,1.0,3845521,7541066681,44.28317965096906,36.0,216.0,2.449489742783178,3932289,7797729087,44.53088815642464,144.0,1728.0,3.4641016151377544,9.0,27.0,1.7320508075688772,16.0,64.0,2.0,36,216,2.449489742783178,30,8.0,12.0,2.0,4.0,24.0,0.0,2.0,2008,1144,0
0.0,8978,5,5,1968,1968,0.0,0,0,948,948,948,0,0,948,0,0,1,0,3,1,6,0,1968.0,1,300,147,0,0,0,0,0,0,2007,12.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,7.0,4.0,5.0,4.0,5.0,2.0,2.0,10.0,11.0,2.0,2.0,4.0,6.0,3.0,4.0,2.0,6.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,2.0,6.0,2.0,4.0,6.0,3.0,1.0,5.0,3.0,3.0,5.0,3.0,1,1,0,0,1,0,0,0,25,125,2.23606797749979,49.0,343.0,2.6457513110645907,898704,851971392,30.789608636681304,4.0,8.0,1.4142135623730951,1,1,1.0,4.0,8.0,1.4142135623730951,90000,27000000,17.320508075688775,9.0,27.0,1.7320508075688772,898704,851971392,30.789608636681304,898704,851971392,30.789608636681304,4.0,8.0,1.4142135623730951,1,1,1.0,3873024,7622111232,44.36214602563767,36.0,216.0,2.449489742783178,3873024,7622111232,44.36214602563767,144.0,1728.0,3.4641016151377544,36.0,216.0,2.449489742783178,4.0,8.0,1.4142135623730951,36,216,2.449489742783178,25,8.0,12.0,2.0,0.0,24.0,0.0,1.0,1896,948,0
60.0,10800,7,7,1914,1970,0.0,390,0,490,880,880,888,0,1768,0,0,1,1,2,1,6,2,1914.0,2,320,0,341,0,0,0,0,0,2006,13.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,5.0,5.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,6.0,5.0,2.0,1.0,5.0,2.0,7.0,4.0,3.0,2.0,4.0,6.0,1.0,1.0,5.0,3.0,4.0,5.0,5.0,1,1,1,0,0,1,0,0,49,343,2.6457513110645907,25.0,125.0,2.23606797749979,3125824,5526456832,42.04759208325728,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,102400,32768000,17.88854381999832,16.0,64.0,2.0,774400,681472000,29.664793948382652,774400,681472000,29.664793948382652,4.0,8.0,1.4142135623730951,1,1,1.0,3663396,7011739944,43.749285708454714,9.0,27.0,1.7320508075688772,3880900,7645373000,44.384682042344295,169.0,2197.0,3.605551275463989,4.0,8.0,1.4142135623730951,16.0,64.0,2.0,36,216,2.449489742783178,49,8.0,16.0,2.0,8.0,24.0,0.0,1.5,2648,1768,341
60.0,8544,3,4,1950,1950,0.0,0,0,0,0,1040,0,0,1040,0,0,2,0,2,2,6,0,1949.0,2,400,0,0,0,0,0,0,0,2006,5.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,11.0,4.0,5.0,3.0,5.0,2.0,2.0,8.0,9.0,2.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,6.0,4.0,1.0,3.0,2.0,7.0,2.0,3.0,2.0,4.0,6.0,3.0,1.0,5.0,3.0,7.0,5.0,5.0,0,1,0,0,0,0,0,0,9,27,1.7320508075688772,121.0,1331.0,3.3166247903554,1081600,1124864000,32.2490309931942,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,160000,64000000,20.0,1.0,1.0,1.0,0,0,0.0,1081600,1124864000,32.2490309931942,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,3802500,7414875000,44.15880433163923,9.0,27.0,1.7320508075688772,3802500,7414875000,44.15880433163923,25.0,125.0,2.23606797749979,9.0,27.0,1.7320508075688772,4.0,8.0,1.4142135623730951,36,216,2.449489742783178,12,8.0,2.0,4.0,0.0,24.0,0.0,2.0,1040,1040,0
72.0,10463,8,5,2005,2005,0.0,0,0,893,893,901,900,0,1801,0,0,2,1,3,1,8,1,2005.0,3,800,0,116,0,0,0,0,0,2006,15.0,4.0,2.0,3.0,2.0,4.0,2.0,5.0,1.0,15.0,4.0,5.0,4.0,7.0,2.0,2.0,12.0,15.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,5.0,6.0,4.0,4.0,6.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,1,1,1,0,0,1,0,1,64,512,2.8284271247461903,225.0,3375.0,3.872983346207417,3243601,5841725401,42.43819034784589,9.0,27.0,1.7320508075688772,9,27,1.7320508075688772,9.0,27.0,1.7320508075688772,640000,512000000,28.284271247461902,16.0,64.0,2.0,797449,712121957,29.88310559496787,811801,731432701,30.01666203960727,16.0,64.0,2.0,4,8,1.4142135623730951,4020025,8060150125,44.77722635447622,36.0,216.0,2.449489742783178,4020025,8060150125,44.77722635447622,225.0,3375.0,3.872983346207417,36.0,216.0,2.449489742783178,25.0,125.0,2.23606797749979,64,512,2.8284271247461903,40,12.0,16.0,3.0,5.0,24.0,0.0,2.5,2694,1801,116
60.0,10800,5,5,1987,1988,0.0,1200,0,0,1200,1200,0,0,1200,3,0,3,0,3,1,5,0,0.0,0,0,120,0,0,0,0,0,0,2009,5.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,5.0,3.0,5.0,2.0,2.0,10.0,11.0,2.0,2.0,4.0,3.0,4.0,5.0,5.0,7.0,6.0,6.0,3.0,2.0,5.0,2.0,7.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,5.0,3.0,6.0,5.0,4.0,1,0,0,0,1,0,0,0,25,125,2.23606797749979,36.0,216.0,2.449489742783178,1440000,1728000000,34.64101615137755,4.0,8.0,1.4142135623730951,0,0,0.0,4.0,8.0,1.4142135623730951,0,0,0.0,16.0,64.0,2.0,1440000,1728000000,34.64101615137755,1440000,1728000000,34.64101615137755,1.0,1.0,1.0,9,27,1.7320508075688772,3948169,7845011803,44.57577817604534,1.0,1.0,1.0,3952144,7856862272,44.58699361921591,25.0,125.0,2.23606797749979,9.0,27.0,1.7320508075688772,4.0,8.0,1.4142135623730951,25,125,2.23606797749979,25,8.0,20.0,2.0,0.0,2.0,0.0,6.0,2400,1200,0
65.0,9313,7,5,2004,2004,0.0,0,0,864,864,864,864,0,1728,0,0,2,1,3,1,7,0,2004.0,2,572,187,56,0,0,0,0,0,2009,15.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,16.0,4.0,5.0,4.0,7.0,2.0,2.0,12.0,15.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,2.0,6.0,3.0,4.0,6.0,3.0,1.0,5.0,3.0,2.0,5.0,5.0,1,1,1,0,1,1,0,1,49,343,2.6457513110645907,256.0,4096.0,4.0,2985984,5159780352,41.569219381653056,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,327184,187149248,23.916521486202797,16.0,64.0,2.0,746496,644972544,29.393876913398138,746496,644972544,29.393876913398138,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,4016016,8048096064,44.76605857119878,36.0,216.0,2.449489742783178,4016016,8048096064,44.76605857119878,225.0,3375.0,3.872983346207417,36.0,216.0,2.449489742783178,4.0,8.0,1.4142135623730951,49,343,2.6457513110645907,35,12.0,16.0,3.0,0.0,24.0,0.0,2.5,2592,1728,56
60.0,9600,5,7,1910,2002,0.0,0,0,264,264,768,664,0,1432,0,0,2,0,2,1,7,0,1910.0,2,360,270,0,112,0,0,0,0,2007,10.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,7.0,2.0,2.0,5.0,8.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,2.0,3.0,2.0,4.0,5.0,3.0,1.0,4.0,3.0,3.0,5.0,2.0,1,1,1,0,1,0,0,0,25,125,2.23606797749979,25.0,125.0,2.23606797749979,2050624,2936493568,37.841775856849004,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,129600,46656000,18.973665961010276,4.0,8.0,1.4142135623730951,69696,18399744,16.24807680927192,589824,452984832,27.712812921102035,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,3648100,6967871000,43.70354676682432,9.0,27.0,1.7320508075688772,4008004,8024024008,44.74371464239419,100.0,1000.0,3.1622776601683795,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,49,343,2.6457513110645907,35,6.0,6.0,2.0,0.0,20.0,0.0,2.0,1696,1432,112
65.0,6768,6,8,1961,1996,0.0,832,0,80,912,912,0,0,912,1,1,1,0,3,1,5,0,1962.0,1,288,168,0,0,0,0,0,0,2008,12.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,7.0,2.0,5.0,4.0,5.0,5.0,2.0,9.0,10.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,7.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,2.0,3.0,2.0,4.0,6.0,3.0,1.0,4.0,3.0,3.0,5.0,5.0,1,1,0,0,1,0,0,0,36,216,2.449489742783178,49.0,343.0,2.6457513110645907,831744,758550528,30.199337741083,4.0,8.0,1.4142135623730951,1,1,1.0,9.0,27.0,1.7320508075688772,82944,23887872,16.97056274847714,9.0,27.0,1.7320508075688772,831744,758550528,30.199337741083,831744,758550528,30.199337741083,4.0,8.0,1.4142135623730951,1,1,1.0,3845521,7541066681,44.28317965096906,9.0,27.0,1.7320508075688772,3984016,7952095936,44.67661580737735,144.0,1728.0,3.4641016151377544,9.0,27.0,1.7320508075688772,4.0,8.0,1.4142135623730951,25,125,2.23606797749979,48,6.0,12.0,3.0,0.0,24.0,0.0,2.5,1824,912,0
65.0,8450,7,5,2000,2001,108.0,0,0,1349,1349,1349,0,0,1349,0,0,2,0,3,1,6,0,2000.0,2,539,120,55,0,0,0,0,0,2007,12.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,13.0,4.0,5.0,4.0,5.0,2.0,2.0,12.0,15.0,3.0,2.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,2.0,7.0,2.0,6.0,2.0,4.0,6.0,3.0,1.0,4.0,3.0,10.0,5.0,5.0,1,1,0,1,1,1,0,0,49,343,2.6457513110645907,169.0,2197.0,3.605551275463989,1819801,2454911549,36.72873534441391,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,290521,156590819,23.2163735324878,16.0,64.0,2.0,1819801,2454911549,36.72873534441391,1819801,2454911549,36.72873534441391,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,4000000,8000000000,44.721359549995796,36.0,216.0,2.449489742783178,4004001,8012006001,44.73253849269008,144.0,1728.0,3.4641016151377544,36.0,216.0,2.449489742783178,4.0,8.0,1.4142135623730951,36,216,2.449489742783178,35,8.0,16.0,2.0,0.0,24.0,0.0,2.0,2698,1349,55
70.0,12886,5,6,1963,1999,0.0,444,0,76,520,1464,0,0,1464,0,1,2,0,3,1,6,1,1997.0,2,480,302,0,0,0,100,0,0,2009,11.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,7.0,4.0,5.0,4.0,6.0,2.0,2.0,9.0,10.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0,5.0,2.0,5.0,2.0,3.0,4.0,6.0,3.0,4.0,6.0,3.0,1.0,5.0,3.0,4.0,5.0,5.0,1,1,0,0,1,0,0,0,25,125,2.23606797749979,49.0,343.0,2.6457513110645907,2143296,3137785344,38.262252939417984,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,4.0,8.0,1.4142135623730951,230400,110592000,21.908902300206645,16.0,64.0,2.0,270400,140608000,22.80350850198276,2143296,3137785344,38.262252939417984,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,3853369,7564163347,44.30575583375144,36.0,216.0,2.449489742783178,3996001,7988005999,44.710177812216315,121.0,1331.0,3.3166247903554,9.0,27.0,1.7320508075688772,16.0,64.0,2.0,36,216,2.449489742783178,30,8.0,16.0,2.0,4.0,24.0,0.0,2.5,1984,1464,100
41.0,5395,8,5,1993,1993,0.0,733,0,604,1337,1337,0,0,1337,1,0,2,0,2,1,5,1,1993.0,2,462,96,0,70,168,0,0,0,2008,14.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,23.0,4.0,5.0,5.0,5.0,2.0,2.0,9.0,10.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,4.0,2.0,5.0,3.0,7.0,4.0,6.0,3.0,4.0,6.0,3.0,1.0,5.0,3.0,4.0,5.0,5.0,1,1,0,0,1,0,0,0,64,512,2.8284271247461903,529.0,12167.0,4.795831523312719,1787569,2389979753,36.565010597564445,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,213444,98611128,21.494185260204677,16.0,64.0,2.0,1787569,2389979753,36.565010597564445,1787569,2389979753,36.565010597564445,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,3972049,7916293657,44.64302857109943,36.0,216.0,2.449489742783178,3972049,7916293657,44.64302857109943,196.0,2744.0,3.7416573867739413,36.0,216.0,2.449489742783178,16.0,64.0,2.0,25,125,2.23606797749979,40,12.0,16.0,3.0,4.0,24.0,0.0,3.0,2674,1337,238
0.0,8963,8,9,1976,1996,289.0,575,80,487,1142,1175,1540,0,2715,0,1,3,1,4,1,11,2,1994.0,2,831,0,204,0,0,0,0,0,2008,15.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,14.0,4.0,5.0,4.0,7.0,5.0,2.0,12.0,15.0,3.0,4.0,3.0,3.0,3.0,5.0,2.0,7.0,7.0,6.0,5.0,2.0,5.0,3.0,7.0,4.0,7.0,4.0,4.0,6.0,3.0,1.0,5.0,3.0,7.0,5.0,5.0,1,1,1,1,0,1,0,0,64,512,2.8284271247461903,196.0,2744.0,3.7416573867739413,7371225,20012875875,52.10566188045211,16.0,64.0,2.0,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,690561,573856191,28.827070610799147,9.0,27.0,1.7320508075688772,1304164,1489355288,33.793490497431605,1380625,1622234375,34.27827300200522,16.0,64.0,2.0,9,27,1.7320508075688772,3904576,7715442176,44.45222154178574,49.0,343.0,2.6457513110645907,3984016,7952095936,44.67661580737735,225.0,3375.0,3.872983346207417,9.0,27.0,1.7320508075688772,16.0,64.0,2.0,121,1331,3.3166247903554,72,12.0,15.0,3.0,8.0,24.0,0.0,4.0,3857,2715,204
0.0,8795,7,5,2000,2000,0.0,300,0,652,952,980,1276,0,2256,0,0,2,1,4,1,8,1,2000.0,2,554,224,54,0,0,0,0,0,2009,15.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,15.0,4.0,5.0,4.0,7.0,2.0,2.0,12.0,15.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,4.0,7.0,4.0,4.0,6.0,3.0,1.0,5.0,3.0,2.0,5.0,5.0,1,1,1,0,1,1,0,0,49,343,2.6457513110645907,225.0,3375.0,3.872983346207417,5089536,11481993216,47.49736834815167,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,306916,170031464,23.53720459187964,16.0,64.0,2.0,906304,862801408,30.854497241083024,960400,941192000,31.304951684997057,16.0,64.0,2.0,4,8,1.4142135623730951,4000000,8000000000,44.721359549995796,49.0,343.0,2.6457513110645907,4000000,8000000000,44.721359549995796,225.0,3375.0,3.872983346207417,36.0,216.0,2.449489742783178,16.0,64.0,2.0,64,512,2.8284271247461903,35,12.0,16.0,3.0,4.0,24.0,0.0,2.5,3208,2256,54
65.0,11700,7,7,1880,2003,0.0,0,0,1240,1240,1320,1320,0,2640,0,0,1,1,4,1,8,1,1950.0,4,864,181,0,386,0,0,0,0,2009,10.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,5.0,4.0,5.0,4.0,7.0,3.0,2.0,8.0,6.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,6.0,6.0,5.0,3.0,1.0,5.0,3.0,7.0,5.0,3.0,2.0,4.0,6.0,1.0,1.0,5.0,3.0,3.0,5.0,5.0,1,1,1,0,1,0,0,0,49,343,2.6457513110645907,25.0,125.0,2.23606797749979,6969600,18399744000,51.38093031466052,9.0,27.0,1.7320508075688772,16,64,2.0,9.0,27.0,1.7320508075688772,746496,644972544,29.393876913398138,9.0,27.0,1.7320508075688772,1537600,1906624000,35.21363372331802,1742400,2299968000,36.3318042491699,4.0,8.0,1.4142135623730951,1,1,1.0,3534400,6644672000,43.3589667773576,9.0,27.0,1.7320508075688772,4012009,8036054027,44.75488800120049,100.0,1000.0,3.1622776601683795,16.0,64.0,2.0,25.0,125.0,2.23606797749979,64,512,2.8284271247461903,49,12.0,9.0,3.0,5.0,24.0,0.0,1.5,3880,2640,386
59.0,10593,7,5,1996,1996,338.0,919,0,801,1720,1720,0,0,1720,1,0,2,0,3,1,7,1,1996.0,2,527,240,56,154,0,0,0,0,2010,12.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,25.0,4.0,5.0,4.0,5.0,5.0,2.0,12.0,15.0,3.0,3.0,4.0,6.0,4.0,4.0,2.0,7.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,4.0,6.0,4.0,4.0,6.0,3.0,1.0,5.0,3.0,6.0,5.0,5.0,1,1,0,1,1,1,0,0,49,343,2.6457513110645907,625.0,15625.0,5.0,2958400,5088448000,41.47288270665544,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,277729,146363183,22.956480566497994,16.0,64.0,2.0,2958400,5088448000,41.47288270665544,2958400,5088448000,41.47288270665544,16.0,64.0,2.0,4,8,1.4142135623730951,3984016,7952095936,44.67661580737735,36.0,216.0,2.449489742783178,3984016,7952095936,44.67661580737735,144.0,1728.0,3.4641016151377544,36.0,216.0,2.449489742783178,16.0,64.0,2.0,49,343,2.6457513110645907,35,12.0,16.0,3.0,4.0,24.0,0.0,3.0,3440,1720,210
50.0,8405,4,3,1945,1950,0.0,0,0,0,0,1088,441,0,1529,0,0,2,0,4,1,9,0,1945.0,1,240,92,0,185,0,0,0,0,2009,7.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,6.0,4.0,5.0,4.0,3.0,2.0,2.0,6.0,8.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,4.0,2.0,3.0,2.0,4.0,6.0,1.0,1.0,5.0,3.0,2.0,5.0,5.0,0,1,1,0,1,0,0,0,16,64,2.0,36.0,216.0,2.449489742783178,2337841,3574558889,39.102429592034305,4.0,8.0,1.4142135623730951,1,1,1.0,4.0,8.0,1.4142135623730951,57600,13824000,15.491933384829668,1.0,1.0,1.0,0,0,0.0,1183744,1287913472,32.984845004941285,4.0,8.0,1.4142135623730951,4,8,1.4142135623730951,3783025,7357983625,44.10215414239989,9.0,27.0,1.7320508075688772,3802500,7414875000,44.15880433163923,49.0,343.0,2.6457513110645907,1.0,1.0,1.0,4.0,8.0,1.4142135623730951,81,729,3.0,12,8.0,2.0,2.0,0.0,24.0,0.0,2.0,1529,1529,185
55.0,8800,4,7,1910,2004,0.0,0,0,576,576,792,348,0,1140,0,0,1,0,3,1,7,0,0.0,0,0,0,160,0,0,0,0,0,2010,7.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,4.0,5.0,4.0,3.0,2.0,2.0,5.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,6.0,6.0,6.0,4.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,3.0,5.0,5.0,5.0,1,0,1,0,0,1,0,0,16,64,2.0,25.0,125.0,2.23606797749979,1299600,1481544000,33.76388603226827,4.0,8.0,1.4142135623730951,0,0,0.0,4.0,8.0,1.4142135623730951,0,0,0.0,9.0,27.0,1.7320508075688772,331776,191102976,24.0,627264,496793088,28.142494558940577,1.0,1.0,1.0,1,1,1.0,3648100,6967871000,43.70354676682432,1.0,1.0,1.0,4016016,8048096064,44.76605857119878,49.0,343.0,2.6457513110645907,4.0,8.0,1.4142135623730951,4.0,8.0,1.4142135623730951,49,343,2.6457513110645907,28,8.0,9.0,2.0,0.0,2.0,0.0,1.0,1716,1140,160
0.0,7750,7,5,2003,2003,0.0,0,0,660,660,660,660,0,1320,0,0,2,1,3,1,6,0,2003.0,2,400,0,48,0,0,0,0,0,2007,15.0,4.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,15.0,5.0,5.0,4.0,7.0,2.0,2.0,12.0,15.0,2.0,3.0,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,5.0,2.0,5.0,3.0,7.0,2.0,6.0,4.0,4.0,6.0,3.0,1.0,5.0,3.0,9.0,5.0,5.0,1,1,1,0,0,1,0,1,49,343,2.6457513110645907,225.0,3375.0,3.872983346207417,1742400,2299968000,36.3318042491699,9.0,27.0,1.7320508075688772,4,8,1.4142135623730951,9.0,27.0,1.7320508075688772,160000,64000000,20.0,16.0,64.0,2.0,435600,287496000,25.69046515733026,435600,287496000,25.69046515733026,16.0,64.0,2.0,4,8,1.4142135623730951,4012009,8036054027,44.75488800120049,36.0,216.0,2.449489742783178,4012009,8036054027,44.75488800120049,225.0,3375.0,3.872983346207417,36.0,216.0,2.449489742783178,4.0,8.0,1.4142135623730951,36,216,2.449489742783178,35,12.0,16.0,3.0,0.0,24.0,0.0,2.5,1980,1320,48
